Math name;Math group;Math type;Folder;Math description;Parameter type;Parameter enable;Parameter name;Parameter kind;TAG name;Value;External unit;Internal unit;Formula
TM31X-Avg;Generic;Average;Average;;Input;Enable;G0;Tag;TM31XG;;°C;°C;
TM31X-Avg;Generic;Average;Average;;Input;Enable;H0;Tag;TM31XH;;°C;°C;
TM31X-Avg;Generic;Average;Average;;Output;Enable;;Calc;TM31X-Avg;NaN;°C;°C;
TM31X-Avg;Generic;Average;Average;;Output;Disable;;Calc;TM31X-Avg:SD;NaN;°C;°C;
TM45;Generic;Average;Plane 45;;Input;Enable;A0;Tag;TM45C-Avg;;°C;°C;
TM45;Generic;Average;Plane 45;;Input;Enable;B0;Tag;TM45H-Avg;;°C;°C;
TM45;Generic;Average;Plane 45;;Input;Enable;C0;Tag;TM45Q-Avg;;°C;°C;
TM45;Generic;Average;Plane 45;;Input;Enable;D0;Tag;TM45V-Avg;;°C;°C;
TM45;Generic;Average;Plane 45;;Output;Enable;;Calc;TM45;NaN;°C;°C;
TM45;Generic;Average;Plane 45;;Output;Disable;;Calc;TM45:SD;NaN;°C;°C;
TM45C-Avg;Generic;Average;Average;;Input;Enable;A0;Tag;TM45CA;;°C;°C;
TM45C-Avg;Generic;Average;Average;;Input;Enable;B0;Tag;TM45CB;;°C;°C;
TM45C-Avg;Generic;Average;Average;;Input;Enable;C0;Tag;TM45CC;;°C;°C;
TM45C-Avg;Generic;Average;Average;;Input;Enable;D0;Tag;TM45CD;;°C;°C;
TM45C-Avg;Generic;Average;Average;;Input;Enable;E0;Tag;TM45CE;;°C;°C;
TM45C-Avg;Generic;Average;Average;;Output;Enable;;Calc;TM45C-Avg;NaN;°C;°C;
TM45C-Avg;Generic;Average;Average;;Output;Disable;;Calc;TM45C-Avg:SD;NaN;°C;°C;
TM45H-Avg;Generic;Average;Average;;Input;Enable;A0;Tag;TM45HA;;°C;°C;
TM45H-Avg;Generic;Average;Average;;Input;Enable;B0;Tag;TM45HB;;°C;°C;
TM45H-Avg;Generic;Average;Average;;Input;Enable;C0;Tag;TM45HC;;°C;°C;
TM45H-Avg;Generic;Average;Average;;Input;Enable;D0;Tag;TM45HD;;°C;°C;
TM45H-Avg;Generic;Average;Average;;Input;Enable;E0;Tag;TM45HE;;°C;°C;
TM45H-Avg;Generic;Average;Average;;Output;Enable;;Calc;TM45H-Avg;NaN;°C;°C;
TM45H-Avg;Generic;Average;Average;;Output;Disable;;Calc;TM45H-Avg:SD;NaN;°C;°C;
TM45Q-Avg;Generic;Average;Average;;Input;Enable;A0;Tag;TM45QA;;°C;°C;
TM45Q-Avg;Generic;Average;Average;;Input;Enable;B0;Tag;TM45QB;;°C;°C;
TM45Q-Avg;Generic;Average;Average;;Input;Enable;C0;Tag;TM45QC;;°C;°C;
TM45Q-Avg;Generic;Average;Average;;Input;Enable;D0;Tag;TM45QD;;°C;°C;
TM45Q-Avg;Generic;Average;Average;;Input;Enable;E0;Tag;TM45QE;;°C;°C;
TM45Q-Avg;Generic;Average;Average;;Output;Enable;;Calc;TM45Q-Avg;NaN;°C;°C;
TM45Q-Avg;Generic;Average;Average;;Output;Disable;;Calc;TM45Q-Avg:SD;NaN;°C;°C;
TM45V-Avg;Generic;Average;Average;;Input;Enable;A0;Tag;TM45VA;;°C;°C;
TM45V-Avg;Generic;Average;Average;;Input;Enable;B0;Tag;TM45VB;;°C;°C;
TM45V-Avg;Generic;Average;Average;;Input;Enable;C0;Tag;TM45VC;;°C;°C;
TM45V-Avg;Generic;Average;Average;;Input;Enable;D0;Tag;TM45VD;;°C;°C;
TM45V-Avg;Generic;Average;Average;;Input;Enable;E0;Tag;TM45VE;;°C;°C;
TM45V-Avg;Generic;Average;Average;;Output;Enable;;Calc;TM45V-Avg;NaN;°C;°C;
TM45V-Avg;Generic;Average;Average;;Output;Disable;;Calc;TM45V-Avg:SD;NaN;°C;°C;
TMIVB-Avg;Generic;Average;Average;;Input;Enable;A0;Tag;TMIVBA;;°C;°C;
TMIVB-Avg;Generic;Average;Average;;Input;Enable;B0;Tag;TMIVBB;;°C;°C;
TMIVB-Avg;Generic;Average;Average;;Input;Enable;C0;Tag;TMIVBC;;°C;°C;
TMIVB-Avg;Generic;Average;Average;;Input;Enable;D0;Tag;TMIVBD;;°C;°C;
TMIVB-Avg;Generic;Average;Average;;Output;Enable;;Calc;TMIVB-Avg;NaN;°C;°C;
TMIVB-Avg;Generic;Average;Average;;Output;Disable;;Calc;TMIVB-Avg:SD;NaN;°C;°C;
TP-XD70T;Generic;Average;Plane 70;;Input;Enable;A0;Tag;TI-XD70T-A-Avg;;psiG;psiG;
TP-XD70T;Generic;Average;Plane 70;;Input;Enable;B0;Tag;TP-XD70S-B-Avg;;psiG;psiG;
TP-XD70T;Generic;Average;Plane 70;;Output;Enable;;Calc;TP-XD70T;NaN;psiG;psiG;
TP-XD70T;Generic;Average;Plane 70;;Output;Disable;;Calc;TP-XD70T:SD;NaN;psiG;psiG;
TP-XD70S-B-Avg;Generic;Average;Average;;Input;Enable;A0;Tag;TP-XD70S-B-01;;psiA;psiG;
TP-XD70S-B-Avg;Generic;Average;Average;;Input;Enable;B0;Tag;TP-XD70S-B-02;;psiA;psiG;
TP-XD70S-B-Avg;Generic;Average;Average;;Input;Enable;C0;Tag;TP-XD70S-B-03;;psiA;psiG;
TP-XD70S-B-Avg;Generic;Average;Average;;Input;Enable;D0;Tag;TP-XD70S-B-04;;psiA;psiG;
TP-XD70S-B-Avg;Generic;Average;Average;;Input;Enable;E0;Tag;TP-XD70S-B-05;;psiA;psiG;
TP-XD70S-B-Avg;Generic;Average;Average;;Output;Enable;;Calc;TP-XD70S-B-Avg;NaN;psiG;psiG;
TP-XD70S-B-Avg;Generic;Average;Average;;Output;Disable;;Calc;TP-XD70S-B-Avg:SD;NaN;psiG;psiG;
TP-XDD;Generic;Average;Plane 70;;Input;Enable;A0;Tag;TP-XDDI;;psiG;psiG;
TP-XDD;Generic;Average;Plane 70;;Input;Enable;B0;Tag;TP-XDDO;;psiG;psiG;
TP-XDD;Generic;Average;Plane 70;;Output;Enable;;Calc;TP-XDD;NaN;psiG;psiG;
TP-XDD;Generic;Average;Plane 70;;Output;Disable;;Calc;TP-XDD:SD;NaN;psiG;psiG;
TP-XDDI;Generic;Average;Plane 70;;Input;Enable;A0;Tag;TP-XDDI-A-Avg;;psiG;psiG;
TP-XDDI;Generic;Average;Plane 70;;Input;Enable;B0;Tag;TP-XDDI-B-Avg;;psiG;psiG;
TP-XDDI;Generic;Average;Plane 70;;Input;Enable;C0;Tag;TP-XDDI-C-Avg;;psiG;psiG;
TP-XDDI;Generic;Average;Plane 70;;Output;Enable;;Calc;TP-XDDI;NaN;psiG;psiG;
TP-XDDI;Generic;Average;Plane 70;;Output;Disable;;Calc;TP-XDDI:SD;NaN;psiG;psiG;
TP-XDDI-A-Avg;Generic;Average;Average;;Input;Enable;A0;Tag;TP-XDDI-A-01;;psiA;psiG;
TP-XDDI-A-Avg;Generic;Average;Average;;Input;Enable;B0;Tag;TP-XDDI-A-02;;psiA;psiG;
TP-XDDI-A-Avg;Generic;Average;Average;;Input;Enable;C0;Tag;TP-XDDI-A-03;;psiA;psiG;
TP-XDDI-A-Avg;Generic;Average;Average;;Input;Enable;D0;Tag;TP-XDDI-A-04;;psiA;psiG;
TP-XDDI-A-Avg;Generic;Average;Average;;Input;Enable;E0;Tag;TP-XDDI-A-05;;psiA;psiG;
TP-XDDI-A-Avg;Generic;Average;Average;;Output;Enable;;Calc;TP-XDDI-A-Avg;NaN;psiG;psiG;
TP-XDDI-A-Avg;Generic;Average;Average;;Output;Disable;;Calc;TP-XDDI-A-Avg:SD;NaN;psiG;psiG;
TP-XDDI-B-Avg;Generic;Average;Average;;Input;Enable;A0;Tag;TP-XDDI-B-01;;psiA;psiG;
TP-XDDI-B-Avg;Generic;Average;Average;;Input;Enable;B0;Tag;TP-XDDI-B-02;;psiA;psiG;
TP-XDDI-B-Avg;Generic;Average;Average;;Input;Enable;C0;Tag;TP-XDDI-B-03;;psiA;psiG;
TP-XDDI-B-Avg;Generic;Average;Average;;Input;Enable;D0;Tag;TP-XDDI-B-04;;psiA;psiG;
TP-XDDI-B-Avg;Generic;Average;Average;;Input;Enable;E0;Tag;TP-XDDI-B-05;;psiA;psiG;
TP-XDDI-B-Avg;Generic;Average;Average;;Output;Enable;;Calc;TP-XDDI-B-Avg;NaN;psiG;psiG;
TP-XDDI-B-Avg;Generic;Average;Average;;Output;Disable;;Calc;TP-XDDI-B-Avg:SD;NaN;psiG;psiG;
TP-XDDI-C-Avg;Generic;Average;Average;;Input;Enable;A0;Tag;TP-XDDI-C-01;;psiA;psiG;
TP-XDDI-C-Avg;Generic;Average;Average;;Input;Enable;B0;Tag;TP-XDDI-C-02;;psiA;psiG;
TP-XDDI-C-Avg;Generic;Average;Average;;Input;Enable;C0;Tag;TP-XDDI-C-03;;psiA;psiG;
TP-XDDI-C-Avg;Generic;Average;Average;;Input;Enable;D0;Tag;TP-XDDI-C-04;;psiA;psiG;
TP-XDDI-C-Avg;Generic;Average;Average;;Input;Enable;E0;Tag;TP-XDDI-C-05;;psiA;psiG;
TP-XDDI-C-Avg;Generic;Average;Average;;Output;Enable;;Calc;TP-XDDI-C-Avg;NaN;psiG;psiG;
TP-XDDI-C-Avg;Generic;Average;Average;;Output;Disable;;Calc;TP-XDDI-C-Avg:SD;NaN;psiG;psiG;
TP-XDDO;Generic;Average;Plane 70;;Input;Enable;A0;Tag;TP-XDDO-A-Avg;;psiG;psiG;
TP-XDDO;Generic;Average;Plane 70;;Input;Enable;B0;Tag;TP-XDDO-B-Avg;;psiG;psiG;
TP-XDDO;Generic;Average;Plane 70;;Input;Enable;C0;Tag;TP-XDDO-C-Avg;;psiG;psiG;
TP-XDDO;Generic;Average;Plane 70;;Output;Enable;;Calc;TP-XDDO;NaN;psiG;psiG;
TP-XDDO;Generic;Average;Plane 70;;Output;Disable;;Calc;TP-XDDO:SD;NaN;psiG;psiG;
TP-XDDO-A-Avg;Generic;Average;Average;;Input;Enable;A0;Tag;TP-XDDO-A-01;;psiA;psiG;
TP-XDDO-A-Avg;Generic;Average;Average;;Input;Enable;B0;Tag;TP-XDDO-A-02;;psiA;psiG;
TP-XDDO-A-Avg;Generic;Average;Average;;Input;Enable;C0;Tag;TP-XDDO-A-03;;psiA;psiG;
TP-XDDO-A-Avg;Generic;Average;Average;;Input;Enable;D0;Tag;TP-XDDO-A-04;;psiA;psiG;
TP-XDDO-A-Avg;Generic;Average;Average;;Input;Enable;E0;Tag;TP-XDDO-A-05;;psiA;psiG;
TP-XDDO-A-Avg;Generic;Average;Average;;Output;Enable;;Calc;TP-XDDO-A-Avg;NaN;psiG;psiG;
TP-XDDO-A-Avg;Generic;Average;Average;;Output;Disable;;Calc;TP-XDDO-A-Avg:SD;NaN;psiG;psiG;
TP-XDDO-B-Avg;Generic;Average;Average;;Input;Enable;A0;Tag;TP-XDDO-B-01;;psiA;psiG;
TP-XDDO-B-Avg;Generic;Average;Average;;Input;Enable;B0;Tag;TP-XDDO-B-02;;psiA;psiG;
TP-XDDO-B-Avg;Generic;Average;Average;;Input;Enable;C0;Tag;TP-XDDO-B-03;;psiA;psiG;
TP-XDDO-B-Avg;Generic;Average;Average;;Input;Enable;D0;Tag;TP-XDDO-B-04;;psiA;psiG;
TP-XDDO-B-Avg;Generic;Average;Average;;Input;Enable;E0;Tag;TP-XDDO-B-05;;psiA;psiG;
TP-XDDO-B-Avg;Generic;Average;Average;;Output;Enable;;Calc;TP-XDDO-B-Avg;NaN;psiG;psiG;
TP-XDDO-B-Avg;Generic;Average;Average;;Output;Disable;;Calc;TP-XDDO-B-Avg:SD;NaN;psiG;psiG;
TP-XDDO-C-Avg;Generic;Average;Average;;Input;Enable;A0;Tag;TP-XDDO-C-01;;psiA;psiG;
TP-XDDO-C-Avg;Generic;Average;Average;;Input;Enable;B0;Tag;TP-XDDO-C-02;;psiA;psiG;
TP-XDDO-C-Avg;Generic;Average;Average;;Input;Enable;C0;Tag;TP-XDDO-C-03;;psiA;psiG;
TP-XDDO-C-Avg;Generic;Average;Average;;Input;Enable;D0;Tag;TP-XDDO-C-04;;psiA;psiG;
TP-XDDO-C-Avg;Generic;Average;Average;;Input;Enable;E0;Tag;TP-XDDO-C-05;;psiA;psiG;
TP-XDDO-C-Avg;Generic;Average;Average;;Output;Enable;;Calc;TP-XDDO-C-Avg;NaN;psiG;psiG;
TP-XDDO-C-Avg;Generic;Average;Average;;Output;Disable;;Calc;TP-XDDO-C-Avg:SD;NaN;psiG;psiG;
TP-XDU-50;Generic;Average;Plane 50;;Input;Enable;A0;Tag;TP-XDUO-Avg;;psiG;psiG;
TP-XDU-50;Generic;Average;Plane 50;;Input;Enable;B0;Tag;TP-XDUI-Avg;;psiG;psiG;
TP-XDU-50;Generic;Average;Plane 50;;Output;Enable;;Calc;TP-XDU-50;NaN;psiG;psiG;
TP-XDU-50;Generic;Average;Plane 50;;Output;Disable;;Calc;TP-XDU-50:SD;NaN;psiG;psiG;
TP-XDUI-Avg;Generic;Average;Average;;Input;Enable;A0;Tag;TP-XDUI-01;;psiA;psiG;
TP-XDUI-Avg;Generic;Average;Average;;Input;Enable;B0;Tag;TP-XDUI-02;;psiA;psiG;
TP-XDUI-Avg;Generic;Average;Average;;Input;Enable;C0;Tag;TP-XDUI-03;;psiA;psiG;
TP-XDUI-Avg;Generic;Average;Average;;Input;Enable;D0;Tag;TP-XDUI-04;;psiA;psiG;
TP-XDUI-Avg;Generic;Average;Average;;Input;Enable;E0;Tag;TP-XDUI-05;;psiA;psiG;
TP-XDUI-Avg;Generic;Average;Average;;Input;Enable;F0;Tag;TP-XDUI-06;;psiA;psiG;
TP-XDUI-Avg;Generic;Average;Average;;Input;Enable;G0;Tag;TP-XDUI-07;;psiA;psiG;
TP-XDUI-Avg;Generic;Average;Average;;Output;Enable;;Calc;TP-XDUI-Avg;NaN;psiG;psiG;
TP-XDUI-Avg;Generic;Average;Average;;Output;Disable;;Calc;TP-XDUI-Avg:SD;NaN;psiG;psiG;
TP-XDUO-Avg;Generic;Average;Average;;Input;Enable;A0;Tag;TP-XDUO-01;;psiA;psiG;
TP-XDUO-Avg;Generic;Average;Average;;Input;Enable;B0;Tag;TP-XDUO-02;;psiA;psiG;
TP-XDUO-Avg;Generic;Average;Average;;Input;Enable;C0;Tag;TP-XDUO-03;;psiA;psiG;
TP-XDUO-Avg;Generic;Average;Average;;Input;Enable;D0;Tag;TP-XDUO-04;;psiA;psiG;
TP-XDUO-Avg;Generic;Average;Average;;Input;Enable;E0;Tag;TP-XDUO-05;;psiA;psiG;
TP-XDUO-Avg;Generic;Average;Average;;Output;Enable;;Calc;TP-XDUO-Avg;NaN;psiG;psiG;
TP-XDUO-Avg;Generic;Average;Average;;Output;Disable;;Calc;TP-XDUO-Avg:SD;NaN;psiG;psiG;
TT-MPOT-AFT-Avg;Generic;Average;Average;;Input;Enable;A0;Tag;TT-MPOT01-AFT;;°C;°C;
TT-MPOT-AFT-Avg;Generic;Average;Average;;Input;Enable;B0;Tag;TT-MPOT02-AFT;;°C;°C;
TT-MPOT-AFT-Avg;Generic;Average;Average;;Input;Enable;C0;Tag;TT-MPOT03-AFT;;°C;°C;
TT-MPOT-AFT-Avg;Generic;Average;Average;;Output;Enable;;Calc;TT-MPOT-AFT-Avg;NaN;°C;°C;
TT-MPOT-AFT-Avg;Generic;Average;Average;;Output;Disable;;Calc;TT-MPOT-AFT-Avg:SD;NaN;°C;°C;
TT-MPOT-FWD-Avg;Generic;Average;Average;;Input;Enable;A0;Tag;TT-MPOT01-FWD;;°C;°C;
TT-MPOT-FWD-Avg;Generic;Average;Average;;Input;Enable;B0;Tag;TT-MPOT02-FWD;;°C;°C;
TT-MPOT-FWD-Avg;Generic;Average;Average;;Input;Enable;C0;Tag;TT-MPOT03-FWD;;°C;°C;
TT-MPOT-FWD-Avg;Generic;Average;Average;;Output;Enable;;Calc;TT-MPOT-FWD-Avg;NaN;°C;°C;
TT-MPOT-FWD-Avg;Generic;Average;Average;;Output;Disable;;Calc;TT-MPOT-FWD-Avg:SD;NaN;°C;°C;
TT-P48;Generic;Average;Plane 48;;Input;Enable;A0;Tag;TT-P48-01-Avg;;°C;°C;
TT-P48;Generic;Average;Plane 48;;Input;Enable;B0;Tag;TT-P48-08-Avg;;°C;°C;
TT-P48;Generic;Average;Plane 48;;Input;Enable;C0;Tag;TT-P48-16-Avg;;°C;°C;
TT-P48;Generic;Average;Plane 48;;Input;Enable;D0;Tag;TT-P48-22-Avg;;°C;°C;
TT-P48;Generic;Average;Plane 48;;Output;Enable;;Calc;TT-P48;NaN;°C;°C;
TT-P48;Generic;Average;Plane 48;;Output;Disable;;Calc;TT-P48:SD;NaN;°C;°C;
TT-P48-01-Avg;Generic;Average;Average;;Input;Enable;A0;Tag;TT-P48-01-01;;°C;°C;
TT-P48-01-Avg;Generic;Average;Average;;Input;Enable;B0;Tag;TT-P48-01-02;;°C;°C;
TT-P48-01-Avg;Generic;Average;Average;;Input;Enable;C0;Tag;TT-P48-01-03;;°C;°C;
TT-P48-01-Avg;Generic;Average;Average;;Input;Enable;D0;Tag;TT-P48-01-04;;°C;°C;
TT-P48-01-Avg;Generic;Average;Average;;Input;Enable;E0;Tag;TT-P48-01-05;;°C;°C;
TT-P48-01-Avg;Generic;Average;Average;;Output;Enable;;Calc;TT-P48-01-Avg;NaN;°C;°C;
TT-P48-01-Avg;Generic;Average;Average;;Output;Disable;;Calc;TT-P48-01-Avg:SD;NaN;°C;°C;
TT-P48-08-Avg;Generic;Average;Average;;Input;Enable;A0;Tag;TT-P48-08-01;;°C;°C;
TT-P48-08-Avg;Generic;Average;Average;;Input;Enable;B0;Tag;TT-P48-08-02;;°C;°C;
TT-P48-08-Avg;Generic;Average;Average;;Input;Enable;C0;Tag;TT-P48-08-03;;°C;°C;
TT-P48-08-Avg;Generic;Average;Average;;Input;Enable;D0;Tag;TT-P48-08-04;;°C;°C;
TT-P48-08-Avg;Generic;Average;Average;;Input;Enable;E0;Tag;TT-P48-08-05;;°C;°C;
TT-P48-08-Avg;Generic;Average;Average;;Output;Enable;;Calc;TT-P48-08-Avg;NaN;°C;°C;
TT-P48-08-Avg;Generic;Average;Average;;Output;Disable;;Calc;TT-P48-08-Avg:SD;NaN;°C;°C;
TT-P48-16-Avg;Generic;Average;Average;;Input;Enable;A0;Tag;TT-P48-16-01;;°C;°C;
TT-P48-16-Avg;Generic;Average;Average;;Input;Enable;B0;Tag;TT-P48-16-02;;°C;°C;
TT-P48-16-Avg;Generic;Average;Average;;Input;Enable;C0;Tag;TT-P48-16-03;;°C;°C;
TT-P48-16-Avg;Generic;Average;Average;;Input;Enable;D0;Tag;TT-P48-16-04;;°C;°C;
TT-P48-16-Avg;Generic;Average;Average;;Input;Enable;E0;Tag;TT-P48-16-05;;°C;°C;
TT-P48-16-Avg;Generic;Average;Average;;Output;Enable;;Calc;TT-P48-16-Avg;NaN;°C;°C;
TT-P48-16-Avg;Generic;Average;Average;;Output;Disable;;Calc;TT-P48-16-Avg:SD;NaN;°C;°C;
TT-P48-22-Avg;Generic;Average;Average;;Input;Enable;A0;Tag;TT-P48-22-01;;°C;°C;
TT-P48-22-Avg;Generic;Average;Average;;Input;Enable;B0;Tag;TT-P48-22-02;;°C;°C;
TT-P48-22-Avg;Generic;Average;Average;;Input;Enable;C0;Tag;TT-P48-22-03;;°C;°C;
TT-P48-22-Avg;Generic;Average;Average;;Input;Enable;D0;Tag;TT-P48-22-04;;°C;°C;
TT-P48-22-Avg;Generic;Average;Average;;Input;Enable;E0;Tag;TT-P48-22-05;;°C;°C;
TT-P48-22-Avg;Generic;Average;Average;;Output;Enable;;Calc;TT-P48-22-Avg;NaN;°C;°C;
TT-P48-22-Avg;Generic;Average;Average;;Output;Disable;;Calc;TT-P48-22-Avg:SD;NaN;°C;°C;
TT-XDS05-Avg;Generic;Average;Average;;Input;Enable;A0;Tag;TT-XDS05-01;;°C;°C;
TT-XDS05-Avg;Generic;Average;Average;;Input;Enable;B0;Tag;TT-XDS05-02;;°C;°C;
TT-XDS05-Avg;Generic;Average;Average;;Input;Enable;C0;Tag;TT-XDS05-03;;°C;°C;
TT-XDS05-Avg;Generic;Average;Average;;Input;Enable;D0;Tag;TT-XDS05-04;;°C;°C;
TT-XDS05-Avg;Generic;Average;Average;;Output;Enable;;Calc;TT-XDS05-Avg;NaN;°C;°C;
TT-XDS05-Avg;Generic;Average;Average;;Output;Disable;;Calc;TT-XDS05-Avg:SD;NaN;°C;°C;
TT-XDS09-Avg;Generic;Average;Average;;Input;Enable;A0;Tag;TT-XDS09-01;;°C;°C;
TT-XDS09-Avg;Generic;Average;Average;;Input;Enable;B0;Tag;TT-XDS09-02;;°C;°C;
TT-XDS09-Avg;Generic;Average;Average;;Input;Enable;C0;Tag;TT-XDS09-03;;°C;°C;
TT-XDS09-Avg;Generic;Average;Average;;Input;Enable;D0;Tag;TT-XDS09-04;;°C;°C;
TT-XDS09-Avg;Generic;Average;Average;;Output;Enable;;Calc;TT-XDS09-Avg;NaN;°C;°C;
TT-XDS09-Avg;Generic;Average;Average;;Output;Disable;;Calc;TT-XDS09-Avg:SD;NaN;°C;°C;
TT-XDU-50;Generic;Average;Plane 50;;Input;Enable;A0;Tag;TT-XDU-A-Avg;;barG;barG;
TT-XDU-50;Generic;Average;Plane 50;;Input;Enable;B0;Tag;TT-XDU-B-Avg;;barG;barG;
TT-XDU-50;Generic;Average;Plane 50;;Input;Enable;C0;Tag;TT-XDU-C-Avg;;barG;barG;
TT-XDU-50;Generic;Average;Plane 50;;Output;Enable;;Calc;TT-XDU-50;NaN;barG;barG;
TT-XDU-50;Generic;Average;Plane 50;;Output;Disable;;Calc;TT-XDU-50:SD;NaN;barG;barG;
TT-XDU-A-Avg;Generic;Average;Average;;Input;Enable;A0;Tag;TI-XDU-A-01;;psiA;barG;
TT-XDU-A-Avg;Generic;Average;Average;;Input;Enable;B0;Tag;TI-XDU-A-02;;psiA;barG;
TT-XDU-A-Avg;Generic;Average;Average;;Input;Enable;C0;Tag;TI-XDU-A-03;;psiA;barG;
TT-XDU-A-Avg;Generic;Average;Average;;Input;Enable;D0;Tag;TI-XDU-A-04;;psiA;barG;
TT-XDU-A-Avg;Generic;Average;Average;;Input;Enable;E0;Tag;TI-XDU-A-05;;psiA;barG;
TT-XDU-A-Avg;Generic;Average;Average;;Output;Enable;;Calc;TT-XDU-A-Avg;NaN;barG;barG;
TT-XDU-A-Avg;Generic;Average;Average;;Output;Disable;;Calc;TT-XDU-A-Avg:SD;NaN;barG;barG;
TT-XDU-B-Avg;Generic;Average;Average;;Input;Enable;A0;Tag;TI-XDU-B-01;;psiA;barG;
TT-XDU-B-Avg;Generic;Average;Average;;Input;Enable;B0;Tag;TI-XDU-B-02;;psiA;barG;
TT-XDU-B-Avg;Generic;Average;Average;;Input;Enable;C0;Tag;TI-XDU-B-03;;psiA;barG;
TT-XDU-B-Avg;Generic;Average;Average;;Input;Enable;D0;Tag;TI-XDU-B-04;;psiA;barG;
TT-XDU-B-Avg;Generic;Average;Average;;Input;Enable;E0;Tag;TI-XDU-B-05;;psiA;barG;
TT-XDU-B-Avg;Generic;Average;Average;;Output;Enable;;Calc;TT-XDU-B-Avg;NaN;barG;barG;
TT-XDU-B-Avg;Generic;Average;Average;;Output;Disable;;Calc;TT-XDU-B-Avg:SD;NaN;barG;barG;
TT-XDU-C-Avg;Generic;Average;Average;;Input;Enable;A0;Tag;TI-XDU-C-01;;psiA;barG;
TT-XDU-C-Avg;Generic;Average;Average;;Input;Enable;B0;Tag;TI-XDU-C-02;;psiA;barG;
TT-XDU-C-Avg;Generic;Average;Average;;Input;Enable;C0;Tag;TI-XDU-C-03;;psiA;barG;
TT-XDU-C-Avg;Generic;Average;Average;;Input;Enable;D0;Tag;TI-XDU-C-04;;psiA;barG;
TT-XDU-C-Avg;Generic;Average;Average;;Input;Enable;E0;Tag;TI-XDU-C-05;;psiA;barG;
TT-XDU-C-Avg;Generic;Average;Average;;Output;Enable;;Calc;TT-XDU-C-Avg;NaN;barG;barG;
TT-XDU-C-Avg;Generic;Average;Average;;Output;Disable;;Calc;TT-XDU-C-Avg:SD;NaN;barG;barG;
Water_Density_BRUSH;Fluid Characteristic;Density;Power Loss Water Cooling;;Input;Enable;Type of fluid;Constant;;5;; -;
Water_Density_BRUSH;Fluid Characteristic;Density;Power Loss Water Cooling;;Input;Enable;Temperature;Tag;TE-P633;;°C;°C;
Water_Density_BRUSH;Fluid Characteristic;Density;Power Loss Water Cooling;;Input;Enable;Pressure;Constant;;1;;barA;
Water_Density_BRUSH;Fluid Characteristic;Density;Power Loss Water Cooling;;Input;Enable;Gas Composition;Gas Analysis;;0;; -;
Water_Density_BRUSH;Fluid Characteristic;Density;Power Loss Water Cooling;;Input;Enable;Relative Humidity;Constant;;0;; -;
Water_Density_BRUSH;Fluid Characteristic;Density;Power Loss Water Cooling;;Input;Enable;Press ref for rh;Constant;;0;;barA;
Water_Density_BRUSH;Fluid Characteristic;Density;Power Loss Water Cooling;;Input;Enable;Temp ref for rh;Constant;;0;;°C;
Water_Density_BRUSH;Fluid Characteristic;Density;Power Loss Water Cooling;;Output;Enable;;Calc;Water_Density_BRUSH;NaN;kg/m3;kg/m3;
Water_Density_GEPC;Fluid Characteristic;Density;Power Loss Water Cooling;;Input;Enable;Type of fluid;Constant;;5;; -;
Water_Density_GEPC;Fluid Characteristic;Density;Power Loss Water Cooling;;Input;Enable;Temperature;Tag;TE-P622;;°C;°C;
Water_Density_GEPC;Fluid Characteristic;Density;Power Loss Water Cooling;;Input;Enable;Pressure;Constant;;1;;barA;
Water_Density_GEPC;Fluid Characteristic;Density;Power Loss Water Cooling;;Input;Enable;Gas Composition;Gas Analysis;;0;; -;
Water_Density_GEPC;Fluid Characteristic;Density;Power Loss Water Cooling;;Input;Enable;Relative Humidity;Constant;;0;; -;
Water_Density_GEPC;Fluid Characteristic;Density;Power Loss Water Cooling;;Input;Enable;Press ref for rh;Constant;;0;;barA;
Water_Density_GEPC;Fluid Characteristic;Density;Power Loss Water Cooling;;Input;Enable;Temp ref for rh;Constant;;0;;°C;
Water_Density_GEPC;Fluid Characteristic;Density;Power Loss Water Cooling;;Output;Enable;;Calc;Water_Density_GEPC;NaN;kg/m3;kg/m3;
Water_Mass_Flow_BRUSH;Generic;Custom Math;Power Loss Water Cooling;;Input;Enable;a;Tag;FT-P632;;l/min;l/min;
Water_Mass_Flow_BRUSH;Generic;Custom Math;Power Loss Water Cooling;;Output;Enable;b;Calc;Water_Mass_Flow_BRUSH;0;kg/s;kg/s;Water_Mass_Flow_BRUSH=FT-P632/60
Water_Mass_Flow_GEPC;Generic;Custom Math;Power Loss Water Cooling;;Input;Enable;a;Tag;FT-P621;;l/min;l/min;
Water_Mass_Flow_GEPC;Generic;Custom Math;Power Loss Water Cooling;;Output;Enable;b;Calc;Water_Mass_Flow_GEPC;0;kg/s;kg/s;Water_Mass_Flow_GEPC=FT-P621/60
Water_Specific_Heat_BRUSH;Costants;Costants;Power Loss Water Cooling;;Output;Enable;;Constant;Water_Specific_Heat_BRUSH;4186;J/Kg·°K;J/Kg·°K;
Water_Specific_Heat_GEPC;Costants;Costants;Power Loss Water Cooling;;Output;Enable;;Constant;Water_Specific_Heat_GEPC;4186;J/Kg·°K;J/Kg·°K;
CP-IF-Avg;Generic;Average;Plane 10;;Input;Enable;A0;Tag;CP-IF-01;;psiA;psiG;
CP-IF-Avg;Generic;Average;Plane 10;;Input;Enable;B0;Tag;CP-IF-02;;psiA;psiG;
